1	0.16771645347277322
2	0.13294335620270836
3	0.07393951010372904
4	0.06748665579491192
5	0.031204118186400995
6	0.039845242268509336
7	0.02877433432473077
8	0.04034124883926577
9	0.04753206897940901
10	0.018372524943616655
11	0.023171959755321343
12	0.02467025899224811
13	0.026129937834209867
14	0.021856927933792274
15	0.021905739688211016
16	0.02081687841564417
17	0.019733741879463196
18	0.01816864622135957
19	0.020870671400593385
20	0.014391595601207681
21	0.015468698926270008
22	0.02431161639591058
23	0.013833307454155551
24	0.01091329680962695
25	0.016604265094631247
26	0.011529155541211367
27	0.013708381654901637
28	0.010488340734607644
29	0.015957287823160488
30	0.013524027179098792
31	0.011417486290964816
32	0.014586390513512824
33	0.016892900224775076
34	0.008536050872256359
35	0.00775979917186002
36	0.014820188387400575
37	0.011216327082365751
38	0.01403246359485719
39	0.010655791472850574
40	0.01274906269585093
41	0.01004054733655519
42	0.011349742404288717
43	0.01437791483476758
44	0.012181224197977118
45	0.013105683390878968
46	0.013452510245972209
47	0.012452989195783934
48	0.013060475803083844
49	0.011648278372983137
50	0.012760725182791552
